id,city,temperature,humidity,description
4598,Duque de Caxias,33.4,54,trovoada
4599,Rio de Janeiro,28.4,89,neve
4600,Guarulhos,0.2,53,chuva leve
4601,Campinas,4.4,68,chuva
4602,Brasília,26.9,23,poucas nuvens
4603,Recife,24.8,77,névoa
4604,Maceió,33.2,26,céu limpo
4605,Maceió,-3.6,76,trovoada
4606,Fortaleza,24.0,63,poucas nuvens
4607,Curitiba,30.2,90,trovoada
4608,São Paulo,27.0,95,chuva
4609,Duque de Caxias,15.8,85,céu limpo
4610,Brasília,23.8,56,chuva
4611,Rio de Janeiro,0.6,48,nuvens dispersas
4612,São Paulo,23.5,50,neve
4613,São Luís,30.9,47,chuva
4614,Manaus,39.8,81,poucas nuvens
4615,Rio de Janeiro,-2.8,54,chuva leve
4616,Duque de Caxias,25.5,55,chuva leve
4617,Maceió,17.2,37,nuvens dispersas
4618,São Gonçalo,22.0,90,trovoada
4619,Maceió,16.8,60,chuva leve
4620,São Paulo,5.4,35,chuva leve
4621,Duque de Caxias,5.3,38,névoa
4622,Campinas,8.6,40,névoa
4623,Goiania,25.3,82,neve
4624,Teresina,13.1,30,nuvens dispersas
4625,Natal,-4.8,56,céu limpo
4626,Brasília,29.1,31,névoa
4627,Guarulhos,28.7,82,chuva leve
4628,Teresina,3.8,90,trovoada
4629,Duque de Caxias,8.0,33,nuvens quebradas
4630,Teresina,29.0,44,trovoada
4631,Belo Horizonte,24.4,81,nuvens quebradas
4632,Belém,29.2,85,nuvens dispersas
4633,Duque de Caxias,2.9,89,trovoada
4634,Recife,26.6,31,céu limpo
4635,Teresina,12.8,40,nuvens dispersas
4636,São Gonçalo,6.0,89,poucas nuvens
4637,Manaus,-0.8,30,poucas nuvens
4638,Belo Horizonte,11.3,85,poucas nuvens
4639,Fortaleza,15.5,57,trovoada
4640,Goiania,37.4,32,poucas nuvens
4641,Guarulhos,0.1,27,chuva leve
4642,Natal,21.6,61,névoa
4643,Maceió,11.9,78,névoa
4644,Rio de Janeiro,-4.9,29,chuva leve
4645,Rio de Janeiro,13.8,89,trovoada
4646,São Gonçalo,39.6,45,nuvens dispersas
4647,Maceió,29.5,47,chuva
4648,Guarulhos,6.6,45,nuvens quebradas
4649,Porto Alegre,5.9,34,trovoada
4650,Campinas,4.5,28,céu limpo
4651,Natal,38.0,69,névoa
4652,Goiania,-4.5,54,chuva leve
4653,São Paulo,33.2,70,chuva leve
4654,Brasília,24.1,95,céu limpo
4655,Porto Alegre,-4.0,64,trovoada
4656,Salvador,-2.5,57,céu limpo
4657,Teresina,7.4,51,chuva
4658,Teresina,16.7,42,poucas nuvens
4659,Recife,20.9,29,chuva leve
4660,Guarulhos,13.1,50,poucas nuvens
4661,Goiania,-0.2,24,nuvens dispersas
4662,Natal,20.0,72,neve
4663,Natal,39.4,84,nuvens dispersas
4664,São Paulo,16.0,22,nuvens quebradas
4665,Curitiba,0.1,94,chuva leve
4666,Campinas,35.9,34,chuva leve
4667,São Paulo,7.5,20,chuva
4668,Campinas,15.6,35,poucas nuvens
4669,Curitiba,38.8,44,nuvens dispersas
4670,Rio de Janeiro,13.7,90,nuvens dispersas
4671,Salvador,5.7,29,poucas nuvens
4672,Fortaleza,21.4,51,chuva
4673,Goiania,1.4,46,névoa
4674,Porto Alegre,19.4,60,névoa
4675,Recife,15.5,41,chuva
4676,Belém,2.0,96,névoa
4677,Goiania,15.6,40,chuva leve
4678,Goiania,7.5,30,nuvens quebradas
4679,Salvador,7.8,63,céu limpo
4680,Goiania,26.9,79,neve
4681,São Gonçalo,25.7,45,poucas nuvens
4682,Guarulhos,-0.4,93,chuva
4683,Salvador,7.6,98,névoa
4684,Recife,-0.4,72,céu limpo
4685,Duque de Caxias,-2.0,52,trovoada
4686,Guarulhos,-1.3,55,chuva
4687,Teresina,-1.4,35,neve
4688,Natal,16.7,44,nuvens quebradas
4689,Salvador,7.2,58,neve
4690,Porto Alegre,6.5,66,poucas nuvens
4691,Porto Alegre,10.6,90,chuva
4692,Curitiba,30.4,66,céu limpo
4693,Fortaleza,16.9,100,névoa
4694,Brasília,32.0,25,trovoada
4695,São Luís,5.9,56,trovoada
4696,São Paulo,37.2,26,céu limpo
4697,Belém,25.3,30,céu limpo
4698,Belo Horizonte,32.8,38,neve
4699,Guarulhos,17.4,80,neve
4700,Manaus,12.2,48,céu limpo
4701,Goiania,19.8,66,céu limpo
4702,Goiania,21.6,60,nuvens dispersas
4703,São Luís,24.5,22,céu limpo
4704,Guarulhos,25.1,34,nuvens quebradas
4705,Curitiba,30.4,86,chuva leve
4706,Duque de Caxias,36.0,95,nuvens quebradas
4707,Rio de Janeiro,29.9,47,céu limpo
4708,São Paulo,0.7,77,céu limpo
4709,Belo Horizonte,-3.0,46,névoa
4710,São Paulo,21.7,30,nuvens dispersas
4711,Belém,11.0,71,nuvens dispersas
4712,Manaus,-2.0,66,chuva leve
4713,Belo Horizonte,3.9,48,chuva leve
4714,São Paulo,1.0,77,trovoada
4715,Brasília,1.9,71,poucas nuvens
4716,Teresina,22.9,56,trovoada
4717,Natal,9.7,43,trovoada
4718,São Gonçalo,3.3,48,poucas nuvens
4719,Rio de Janeiro,38.9,21,chuva
4720,São Paulo,9.6,89,trovoada
4721,São Luís,9.0,34,névoa
4722,Belém,33.0,90,chuva leve
4723,Manaus,31.6,56,nuvens quebradas
4724,Belo Horizonte,30.1,72,nuvens quebradas
4725,São Luís,26.2,49,nuvens quebradas
4726,Curitiba,6.8,81,chuva leve
4727,Belém,38.4,63,neve
4728,Curitiba,28.1,93,trovoada
4729,Duque de Caxias,-1.1,44,nuvens quebradas
4730,São Gonçalo,-0.7,50,chuva leve
4731,Brasília,38.0,51,chuva leve
4732,São Luís,-2.4,22,nuvens dispersas
4733,Guarulhos,27.7,35,trovoada
4734,São Luís,16.9,80,trovoada
4735,Guarulhos,4.1,79,trovoada
4736,Goiania,-4.5,53,nuvens dispersas
4737,Salvador,31.8,23,neve
4738,Goiania,30.8,35,nuvens quebradas
4739,Guarulhos,1.5,42,poucas nuvens
4740,Porto Alegre,24.4,70,poucas nuvens
4741,São Gonçalo,20.6,90,névoa
4742,Teresina,25.1,29,chuva
4743,Fortaleza,-3.7,25,trovoada
4744,São Paulo,35.8,63,nuvens dispersas
4745,Guarulhos,16.4,45,neve
4746,Rio de Janeiro,6.0,74,névoa
4747,São Gonçalo,37.5,50,poucas nuvens
4748,Belo Horizonte,26.2,43,nuvens dispersas
4749,Duque de Caxias,20.9,68,chuva
4750,São Luís,10.6,22,céu limpo
4751,Goiania,16.8,52,céu limpo
4752,Maceió,26.8,67,névoa
4753,Porto Alegre,21.7,24,nuvens quebradas
4754,São Paulo,38.0,91,chuva leve
4755,Belo Horizonte,24.3,24,céu limpo
4756,Fortaleza,18.4,65,nuvens dispersas
4757,Porto Alegre,39.8,36,chuva leve
4758,São Luís,12.2,33,trovoada
4759,Porto Alegre,15.5,53,neve
4760,Maceió,36.1,98,poucas nuvens
4761,Campinas,8.3,31,névoa
4762,Manaus,5.9,86,névoa
4763,Curitiba,19.1,21,poucas nuvens
4764,Porto Alegre,2.9,83,nuvens dispersas
4765,Maceió,2.7,52,nuvens quebradas
4766,Teresina,28.9,58,chuva leve
4767,São Luís,4.7,45,neve
4768,Curitiba,37.8,85,névoa
4769,Salvador,24.0,40,chuva leve
4770,Recife,35.9,54,trovoada
4771,Guarulhos,11.1,44,chuva
4772,São Gonçalo,7.0,78,névoa
4773,Porto Alegre,14.7,56,névoa
4774,São Luís,11.0,27,neve
4775,Rio de Janeiro,7.1,53,neve
4776,São Gonçalo,0.1,41,chuva
4777,Rio de Janeiro,-1.9,71,névoa
4778,Teresina,26.6,80,céu limpo
4779,Salvador,4.1,43,céu limpo
4780,São Gonçalo,27.6,40,céu limpo
4781,Porto Alegre,12.4,56,céu limpo
4782,Maceió,19.9,44,poucas nuvens
4783,São Paulo,19.9,38,poucas nuvens
4784,Teresina,8.5,25,céu limpo
4785,Rio de Janeiro,27.5,90,chuva leve
4786,São Gonçalo,28.7,60,neve
4787,Brasília,23.4,51,nuvens quebradas
4788,São Gonçalo,27.6,83,chuva
4789,São Luís,14.4,45,névoa
4790,Duque de Caxias,17.6,91,trovoada
4791,São Luís,38.8,26,poucas nuvens
4792,Manaus,26.6,34,trovoada
4793,Curitiba,20.6,62,céu limpo
4794,São Luís,22.5,80,céu limpo
4795,Campinas,22.3,62,poucas nuvens
4796,Fortaleza,13.2,20,chuva
4797,Rio de Janeiro,4.8,35,nuvens dispersas
4798,São Paulo,-2.7,45,poucas nuvens
4799,Rio de Janeiro,27.3,77,nuvens dispersas
4800,São Luís,36.3,57,poucas nuvens
4801,Belém,39.7,93,neve
4802,Goiania,9.0,64,poucas nuvens
4803,Rio de Janeiro,23.2,62,chuva leve
4804,Belo Horizonte,35.4,43,chuva
4805,Goiania,33.5,59,nuvens dispersas
4806,Curitiba,-1.5,21,neve
4807,Recife,13.0,62,nuvens quebradas
4808,Guarulhos,36.9,23,chuva
4809,Guarulhos,11.1,59,nuvens quebradas
4810,Campinas,25.9,85,nuvens dispersas
4811,Goiania,25.8,52,névoa
4812,São Luís,35.7,28,chuva leve
4813,Belo Horizonte,-4.6,60,poucas nuvens
4814,Belém,14.7,50,poucas nuvens
4815,Salvador,-4.5,58,céu limpo
4816,São Gonçalo,-1.9,31,névoa
4817,Goiania,31.2,84,chuva
4818,Natal,34.6,90,nuvens quebradas
4819,Belém,28.1,65,neve
4820,Natal,10.0,90,chuva
4821,Recife,23.3,31,céu limpo
4822,Salvador,30.3,57,névoa
4823,Curitiba,7.1,85,nuvens dispersas
4824,Guarulhos,36.5,24,neve
4825,São Paulo,28.9,91,poucas nuvens
4826,Recife,3.6,55,nuvens quebradas
4827,Rio de Janeiro,25.8,46,céu limpo
4828,São Luís,34.5,84,trovoada
4829,Goiania,12.7,72,nuvens dispersas
4830,Curitiba,22.4,99,chuva
4831,Fortaleza,8.8,49,névoa
4832,São Gonçalo,25.4,98,poucas nuvens
4833,Porto Alegre,35.2,64,névoa
4834,Manaus,38.5,67,neve
4835,Recife,17.7,45,chuva
4836,Campinas,9.2,22,nuvens quebradas
4837,Manaus,-4.3,55,céu limpo
4838,Duque de Caxias,22.6,43,nuvens quebradas
4839,Salvador,35.3,81,nuvens dispersas
4840,Brasília,22.3,22,neve
4841,Brasília,35.5,38,chuva
4842,São Gonçalo,26.9,98,céu limpo
4843,Teresina,19.8,55,nuvens quebradas
4844,Campinas,14.0,71,nuvens quebradas
4845,São Paulo,35.1,69,neve
4846,Maceió,34.6,48,nuvens quebradas
4847,Brasília,6.0,88,chuva leve
4848,Campinas,29.4,42,chuva leve
4849,São Gonçalo,26.6,40,névoa
4850,Campinas,25.2,54,chuva
4851,Goiania,4.6,80,céu limpo
4852,Natal,35.0,97,poucas nuvens
4853,Manaus,20.6,86,nuvens quebradas
4854,São Paulo,10.1,54,chuva leve
4855,Salvador,38.4,63,trovoada
4856,Natal,5.2,47,céu limpo
4857,Campinas,0.5,67,neve
4858,Recife,8.6,54,trovoada
4859,Manaus,-2.2,77,neve
4860,Guarulhos,25.7,25,chuva
4861,Curitiba,27.3,86,nuvens quebradas
4862,Campinas,36.4,27,neve
4863,Duque de Caxias,34.6,87,chuva leve
4864,Salvador,17.2,57,nuvens dispersas
4865,São Gonçalo,34.0,93,nuvens quebradas
4866,São Paulo,0.5,21,chuva leve
4867,Manaus,0.7,60,poucas nuvens
4868,Teresina,37.0,81,nuvens dispersas
4869,Recife,2.8,91,poucas nuvens
4870,Curitiba,16.5,94,névoa
4871,Teresina,37.7,21,neve
4872,Recife,21.1,30,trovoada
4873,Salvador,30.3,84,neve
4874,Fortaleza,-1.7,43,neve
4875,Guarulhos,4.7,31,neve
4876,Guarulhos,17.5,87,neve
4877,Belo Horizonte,3.6,99,nuvens quebradas
4878,Campinas,5.2,100,nuvens quebradas
4879,Salvador,15.1,95,nuvens quebradas
4880,Natal,5.7,88,céu limpo
4881,Teresina,9.8,86,nuvens quebradas
4882,Teresina,0.3,34,céu limpo
4883,São Gonçalo,11.3,74,chuva leve
4884,Fortaleza,13.3,82,chuva leve
4885,Goiania,25.5,79,poucas nuvens
4886,Manaus,20.5,41,céu limpo
4887,Teresina,11.7,83,neve
4888,Belém,22.5,32,névoa
4889,Duque de Caxias,26.5,89,céu limpo
4890,São Luís,36.2,29,trovoada
4891,Salvador,-5.0,42,poucas nuvens
4892,Maceió,18.6,78,nuvens dispersas
4893,Duque de Caxias,33.2,95,trovoada
4894,São Luís,9.0,91,chuva
4895,Salvador,32.4,81,neve
4896,Brasília,3.7,88,chuva
4897,Goiania,34.5,49,neve
4898,Porto Alegre,15.4,80,neve
4899,Goiania,21.9,22,chuva
4900,São Paulo,36.5,50,céu limpo
4901,Teresina,24.5,53,nuvens dispersas
4902,São Paulo,3.1,73,nuvens quebradas
4903,São Gonçalo,36.0,97,chuva leve
4904,Curitiba,29.3,31,céu limpo
4905,Salvador,31.9,91,poucas nuvens
4906,Curitiba,36.3,32,trovoada
4907,Campinas,18.7,57,poucas nuvens
4908,Guarulhos,26.8,59,nuvens quebradas
4909,Campinas,5.0,29,neve
4910,Porto Alegre,28.0,64,nuvens dispersas
4911,Goiania,35.7,36,nuvens dispersas
4912,Natal,16.9,55,chuva leve
4913,Teresina,-3.0,34,poucas nuvens
4914,Porto Alegre,15.9,39,neve
4915,Manaus,8.4,71,poucas nuvens
4916,Campinas,-3.6,59,chuva
4917,Maceió,32.5,98,poucas nuvens
4918,Campinas,7.1,40,céu limpo
4919,Porto Alegre,14.7,20,poucas nuvens
4920,São Paulo,16.5,28,neve
4921,São Paulo,38.5,36,chuva
4922,Natal,0.3,79,céu limpo
4923,Guarulhos,2.5,91,céu limpo
4924,Campinas,39.7,58,neve
4925,Rio de Janeiro,16.2,33,poucas nuvens
4926,Guarulhos,22.1,97,névoa
4927,Recife,34.3,41,nuvens quebradas
4928,Curitiba,14.9,84,nuvens quebradas
4929,Guarulhos,24.0,21,névoa
4930,Guarulhos,33.4,74,névoa
4931,Curitiba,23.3,42,poucas nuvens
4932,Manaus,23.3,62,neve
4933,Teresina,34.4,75,trovoada
4934,Porto Alegre,17.8,56,poucas nuvens
4935,Belém,38.0,82,poucas nuvens
4936,Goiania,25.5,22,neve
4937,Rio de Janeiro,35.5,52,chuva
4938,Campinas,25.0,61,nuvens quebradas
4939,Recife,21.9,45,poucas nuvens
4940,Belo Horizonte,-3.5,100,poucas nuvens
4941,Teresina,22.4,66,chuva leve
4942,Fortaleza,-4.1,70,chuva leve
4943,Campinas,9.3,34,trovoada
4944,Goiania,2.9,55,chuva leve
4945,Teresina,17.1,23,nuvens dispersas
4946,Duque de Caxias,0.5,54,trovoada
4947,Fortaleza,18.0,82,neve
4948,Duque de Caxias,24.8,29,névoa
4949,Belo Horizonte,39.9,58,chuva
4950,Fortaleza,30.8,22,céu limpo
4951,Campinas,30.4,28,chuva
4952,Brasília,36.0,85,trovoada
4953,São Gonçalo,20.7,90,nuvens quebradas
4954,Fortaleza,30.6,43,nuvens dispersas
4955,Natal,34.3,84,trovoada
4956,Goiania,22.0,51,nuvens dispersas
4957,Natal,9.3,67,nuvens dispersas
4958,Porto Alegre,-3.7,95,céu limpo
4959,Porto Alegre,2.8,21,chuva
4960,Guarulhos,37.1,67,nuvens quebradas
4961,Brasília,4.5,56,chuva leve
4962,Guarulhos,-2.6,51,chuva leve
4963,Fortaleza,30.5,24,neve
4964,Goiania,6.7,87,poucas nuvens
4965,Manaus,38.2,54,céu limpo
4966,Recife,-2.6,55,nuvens dispersas
4967,Belém,-3.3,43,neve
4968,Belo Horizonte,19.4,37,neve
4969,Natal,12.7,65,chuva leve
4970,Belém,25.1,36,neve
4971,São Luís,31.6,50,chuva
4972,Porto Alegre,20.6,61,chuva
4973,Fortaleza,10.0,45,nuvens dispersas
4974,Porto Alegre,-0.2,96,neve
4975,Belo Horizonte,25.5,63,névoa
4976,Teresina,31.9,91,céu limpo
4977,Campinas,27.9,38,céu limpo
4978,Maceió,15.0,86,névoa
4979,Fortaleza,5.7,33,chuva leve
4980,Belo Horizonte,-4.0,71,nuvens dispersas
4981,Teresina,8.2,68,poucas nuvens
4982,Curitiba,24.0,50,trovoada
4983,Brasília,7.8,34,chuva leve
4984,Salvador,12.5,40,nuvens quebradas
4985,Recife,31.7,87,céu limpo
4986,Recife,29.8,83,nuvens quebradas
4987,Campinas,8.2,28,neve
4988,Duque de Caxias,39.6,79,nuvens quebradas
4989,Teresina,4.2,85,trovoada
4990,Curitiba,3.6,37,nuvens quebradas
4991,Rio de Janeiro,13.7,92,nuvens dispersas
4992,São Luís,34.6,25,névoa
4993,Maceió,37.4,44,nuvens quebradas
4994,Maceió,11.1,53,nuvens quebradas
4995,Belém,20.4,60,nuvens dispersas
4996,Brasília,6.6,53,chuva
4997,Curitiba,4.7,41,nuvens dispersas
4998,Porto Alegre,19.9,59,poucas nuvens
4999,Maceió,38.2,84,poucas nuvens
5000,Brasília,31.8,35,nuvens quebradas
5001,Belo Horizonte,-1.9,22,trovoada
5002,Rio de Janeiro,-3.9,93,nuvens quebradas
5003,Brasília,8.0,80,névoa
5004,Maceió,31.1,81,nuvens dispersas
5005,Maceió,-2.2,32,chuva
5006,São Luís,1.7,91,chuva leve
5007,São Paulo,26.2,68,poucas nuvens
5008,Manaus,13.1,98,chuva leve
5009,Manaus,24.5,94,neve
5010,Porto Alegre,10.1,44,chuva leve
5011,Goiania,-2.5,68,trovoada
5012,Duque de Caxias,4.6,44,névoa
5013,Salvador,38.4,35,chuva leve
5014,Natal,5.6,68,névoa
5015,Rio de Janeiro,-4.0,62,trovoada
5016,Belém,22.8,21,chuva leve
5017,Curitiba,17.8,99,nuvens quebradas
5018,Rio de Janeiro,15.0,87,chuva
5019,Natal,34.0,95,nuvens quebradas
5020,Belém,6.8,54,chuva
5021,Salvador,8.9,74,névoa
5022,Goiania,15.3,82,nuvens dispersas
5023,São Gonçalo,2.4,58,trovoada
5024,Manaus,5.5,52,neve
5025,Belo Horizonte,13.9,51,poucas nuvens
5026,Fortaleza,29.4,54,nuvens quebradas
5027,Belém,11.4,86,nuvens quebradas
5028,Campinas,-1.8,86,chuva
5029,Maceió,34.1,89,poucas nuvens
5030,Duque de Caxias,5.8,34,neve
5031,Salvador,31.5,94,névoa
5032,Guarulhos,-0.2,32,chuva
5033,Salvador,25.0,61,céu limpo
5034,Duque de Caxias,29.0,21,chuva
5035,Belém,-2.1,67,chuva leve
5036,São Luís,2.6,84,neve
5037,Fortaleza,32.6,28,neve
5038,São Luís,4.9,87,trovoada
5039,Rio de Janeiro,21.6,42,neve
5040,Duque de Caxias,12.5,49,chuva leve
5041,Goiania,-3.4,39,céu limpo
5042,Belém,38.6,31,chuva
5043,Campinas,24.8,90,chuva leve
5044,Rio de Janeiro,23.6,91,céu limpo
5045,Salvador,14.0,69,trovoada
5046,Fortaleza,2.5,94,nuvens dispersas
5047,Curitiba,6.7,37,chuva
5048,Curitiba,26.1,38,trovoada
5049,Brasília,-2.4,60,neve
5050,Brasília,22.6,32,céu limpo
5051,Maceió,17.2,28,chuva leve
5052,São Paulo,8.8,21,chuva leve
5053,Goiania,12.1,95,poucas nuvens
5054,Rio de Janeiro,3.3,39,nuvens quebradas
5055,São Paulo,26.9,84,nuvens dispersas
5056,Fortaleza,17.9,63,poucas nuvens
5057,Goiania,12.8,25,chuva leve
5058,Goiania,-3.3,88,nuvens dispersas
5059,Maceió,1.3,33,céu limpo
5060,Goiania,24.3,80,poucas nuvens
5061,Rio de Janeiro,22.2,70,neve
5062,Porto Alegre,38.8,62,nuvens dispersas
5063,São Gonçalo,20.5,75,chuva
5064,Rio de Janeiro,38.9,79,neve
5065,Teresina,3.9,38,céu limpo
5066,Duque de Caxias,3.4,47,trovoada
5067,Manaus,29.7,86,chuva leve
5068,Duque de Caxias,13.5,71,neve
5069,Curitiba,35.3,93,nuvens quebradas
5070,Recife,20.6,79,chuva leve
5071,Goiania,9.1,56,nuvens quebradas
5072,São Luís,16.5,99,poucas nuvens
5073,Teresina,21.3,94,céu limpo
5074,Rio de Janeiro,3.4,75,céu limpo
5075,Maceió,7.2,66,poucas nuvens
5076,Manaus,30.0,71,nuvens dispersas
5077,Teresina,37.2,36,chuva leve
5078,Recife,37.4,50,chuva leve
5079,Goiania,16.7,91,poucas nuvens
5080,Porto Alegre,1.6,43,névoa
5081,Belo Horizonte,26.8,79,nuvens quebradas
5082,Belo Horizonte,0.1,29,névoa
5083,Belo Horizonte,-3.4,31,nuvens dispersas
5084,Brasília,23.5,82,chuva
5085,Recife,-0.5,94,céu limpo
5086,São Gonçalo,0.4,50,névoa
5087,Manaus,7.8,84,nuvens quebradas
5088,Curitiba,17.1,68,nuvens dispersas
5089,Guarulhos,11.1,100,nuvens dispersas
5090,Belo Horizonte,35.2,31,trovoada
5091,Duque de Caxias,19.1,84,chuva
5092,Guarulhos,30.7,98,nuvens dispersas
5093,Rio de Janeiro,9.6,40,poucas nuvens
5094,São Gonçalo,21.2,26,névoa
5095,Goiania,1.6,79,trovoada
5096,Campinas,36.6,90,poucas nuvens
5097,Duque de Caxias,12.0,73,nuvens quebradas
5098,Manaus,31.6,59,neve
5099,Campinas,8.6,90,nuvens quebradas
5100,São Luís,-1.8,100,chuva
5101,Fortaleza,20.2,24,névoa
5102,Fortaleza,27.3,64,poucas nuvens
5103,São Luís,12.2,96,neve
5104,Manaus,15.5,42,trovoada
5105,Campinas,32.5,90,trovoada
5106,Belo Horizonte,-4.1,78,nuvens quebradas
5107,Teresina,27.1,48,céu limpo
5108,Salvador,39.1,86,trovoada
5109,Rio de Janeiro,26.3,94,céu limpo
5110,São Luís,7.3,48,nuvens dispersas
5111,Teresina,22.5,21,poucas nuvens
5112,Porto Alegre,17.3,95,céu limpo
5113,Belo Horizonte,13.4,78,neve
5114,Campinas,24.2,74,nuvens dispersas
5115,Fortaleza,27.8,52,chuva leve
5116,Natal,-2.6,23,névoa
5117,Teresina,9.4,48,chuva leve
5118,Teresina,35.7,96,neve
5119,Salvador,20.9,50,chuva
5120,Rio de Janeiro,38.3,72,céu limpo
5121,Brasília,13.7,89,céu limpo
5122,Salvador,20.2,84,trovoada
5123,Campinas,17.4,99,céu limpo
5124,Rio de Janeiro,4.9,59,poucas nuvens
5125,Salvador,18.1,93,neve
5126,Curitiba,14.8,57,céu limpo
5127,Fortaleza,19.5,67,neve
5128,Goiania,24.6,62,poucas nuvens
5129,Duque de Caxias,6.4,73,céu limpo
5130,Rio de Janeiro,6.0,85,nuvens dispersas
5131,Natal,1.9,92,neve
5132,São Gonçalo,30.6,95,nuvens quebradas
5133,Campinas,9.4,44,poucas nuvens
5134,Goiania,14.2,36,trovoada
5135,Belém,16.9,46,nuvens quebradas
5136,Brasília,6.0,22,poucas nuvens
5137,Duque de Caxias,25.4,27,névoa
5138,Brasília,35.6,67,céu limpo
5139,Belo Horizonte,-2.6,42,chuva leve
5140,Duque de Caxias,26.0,44,nuvens quebradas
5141,Salvador,16.6,24,céu limpo
5142,São Paulo,26.2,57,trovoada
5143,Belo Horizonte,34.5,30,neve
5144,Duque de Caxias,29.5,43,chuva leve
5145,Duque de Caxias,19.7,68,neve
5146,Manaus,37.9,91,névoa
5147,São Paulo,16.1,76,chuva
5148,Salvador,3.0,27,nuvens dispersas
5149,Manaus,3.7,70,poucas nuvens
5150,São Gonçalo,39.1,67,céu limpo
5151,Salvador,10.2,60,poucas nuvens
5152,Curitiba,-0.1,77,nuvens dispersas
5153,Porto Alegre,-0.2,57,trovoada
5154,Porto Alegre,14.9,50,névoa
5155,Rio de Janeiro,37.7,69,poucas nuvens
5156,Rio de Janeiro,26.3,89,céu limpo
5157,São Luís,35.4,46,céu limpo
5158,Belém,-1.3,85,trovoada
5159,Natal,23.5,58,poucas nuvens
5160,Belém,10.4,89,céu limpo
5161,Salvador,26.7,20,chuva
5162,São Gonçalo,6.8,22,chuva leve
5163,Natal,23.3,44,trovoada
5164,Fortaleza,1.7,22,nuvens quebradas
5165,Curitiba,1.3,64,poucas nuvens
5166,Belo Horizonte,-2.0,96,nuvens dispersas
5167,Campinas,6.6,72,névoa
5168,Guarulhos,-4.5,44,trovoada
5169,Porto Alegre,0.0,98,neve
5170,Maceió,10.4,76,neve
5171,Teresina,6.9,29,neve
5172,Belém,20.3,54,nuvens dispersas
5173,Porto Alegre,0.9,77,céu limpo
5174,Rio de Janeiro,14.7,72,nuvens quebradas
5175,Guarulhos,5.6,46,nuvens quebradas
5176,Teresina,4.6,68,nuvens quebradas
5177,Duque de Caxias,0.8,93,poucas nuvens
5178,São Paulo,4.8,50,poucas nuvens
5179,Belém,1.9,92,neve
5180,Goiania,-1.8,25,neve
5181,Guarulhos,24.9,90,poucas nuvens
5182,Guarulhos,28.0,86,neve
5183,Maceió,9.1,84,céu limpo
5184,São Gonçalo,29.1,82,chuva leve
5185,Rio de Janeiro,-1.1,43,névoa
5186,Fortaleza,8.1,97,chuva leve
5187,São Luís,38.4,32,trovoada
5188,Belo Horizonte,-1.0,67,névoa
5189,São Gonçalo,28.2,53,neve
5190,Guarulhos,8.6,78,trovoada
5191,Duque de Caxias,33.8,86,trovoada
5192,Porto Alegre,39.2,22,chuva
5193,São Paulo,26.2,57,trovoada
5194,Teresina,36.2,63,céu limpo
5195,Manaus,2.7,54,trovoada
5196,São Paulo,0.4,86,chuva leve
5197,Belo Horizonte,4.3,70,névoa
5198,Natal,-0.5,85,neve
5199,Goiania,17.7,61,chuva leve
5200,São Luís,7.0,68,chuva
5201,Curitiba,14.5,79,neve
5202,Rio de Janeiro,-2.8,90,chuva
5203,Belém,12.4,57,trovoada
5204,Recife,34.4,83,chuva
5205,Belém,13.7,27,neve
5206,Teresina,-1.9,51,poucas nuvens
5207,Duque de Caxias,38.7,91,trovoada
5208,Duque de Caxias,22.9,89,neve
5209,São Paulo,22.8,27,névoa
5210,Campinas,24.4,44,nuvens dispersas
5211,São Paulo,4.3,51,chuva
5212,Fortaleza,38.0,21,poucas nuvens
5213,Duque de Caxias,37.8,51,chuva
5214,Guarulhos,-2.7,58,neve
5215,Maceió,10.1,33,neve
5216,São Gonçalo,1.1,83,poucas nuvens
5217,São Gonçalo,18.9,86,poucas nuvens
5218,Goiania,5.4,70,névoa
5219,Campinas,36.1,31,chuva
5220,Goiania,9.0,69,trovoada
5221,Guarulhos,29.7,35,chuva
5222,São Gonçalo,30.8,82,chuva leve
5223,Salvador,39.4,95,nuvens quebradas
5224,Recife,23.7,33,névoa
5225,Manaus,39.7,51,chuva leve
5226,Curitiba,0.0,93,neve
5227,São Gonçalo,-0.0,84,nuvens quebradas
5228,Fortaleza,19.9,24,neve
5229,Guarulhos,-0.9,54,chuva
5230,Belo Horizonte,23.7,57,chuva leve
5231,São Luís,17.4,38,trovoada
5232,Curitiba,-0.3,53,trovoada
5233,Campinas,31.6,83,nuvens quebradas
5234,Guarulhos,39.6,94,neve
5235,Curitiba,32.3,64,chuva
5236,Recife,19.0,62,neve
5237,Manaus,36.5,68,névoa
5238,Duque de Caxias,15.1,77,nuvens dispersas
5239,Maceió,1.2,74,nuvens quebradas
5240,Recife,28.0,100,neve
5241,Fortaleza,3.5,80,nuvens dispersas
5242,Rio de Janeiro,23.3,77,chuva leve
5243,Fortaleza,28.6,24,céu limpo
5244,São Gonçalo,3.2,37,trovoada
5245,São Gonçalo,17.9,23,chuva
5246,Brasília,32.5,92,poucas nuvens
5247,Manaus,-4.6,61,névoa
5248,Guarulhos,9.0,30,trovoada
5249,São Paulo,33.4,93,nuvens dispersas
5250,Curitiba,18.0,27,chuva leve
5251,Belém,2.3,62,chuva leve
5252,Duque de Caxias,35.4,98,chuva leve
5253,Maceió,-2.9,76,chuva leve
